37808	WMFR Trng-4
37816	WMFR Fleet Call
37817	WM-FERN-1
37818	WM-FERN-2
37819	WM-FERN-3
37821	Fairmount FD Tac
37822	Fairmount FD Dis
37865	WM-AirGrnd2
37866	WM-AirGrnd1
37870	WMFR StaCall
37871	WMFR Sta 1
37872	WMFR Sta 2
37873	WMFR Sta 3
37874	WMFR Sta 4
37875	WMFR Sta 5
37876	WMFR Sta 6
37877	WMFR Sta 7
37878	WMFR Sta 8
37879	WMFR Sta 9
37880	WMFR Sta 10
37881	WMFR Sta 11
37882	WMFR Sta 12
37883	WMFR Sta 13
37884	WMFR Sta 14
37885	WMFR Sta 15
38000	ArvadaRadio1
38001	ArvadaRadio2
38002	ArvadaRadio3
38048	Arvada PD 1
38049	Arvada Rcrds
38050	Arvada PD 1
38051	Arvada PD 2
38052	Arvada PD 3
38053	Arvada PD 3
38054	Arvada ACO
38055	Arvada PD 4
38056	Arv PD Trng
38057	Arvada PD 5
38060	Arvada PD SE
38064	CLEER-Arvada
38090	Arvada PD AC
38150	Arvada FD 1
38151	Arvada FD 2
38152	Arvada FD 3
38153	Arvada FD 4
38154	Arvada FD 5
38160	Arvada FD T1
38161	Arvada FD T2
38162	Arvada FD T3
38163	Arvada FD T4
38164	Arvada FD T5
38202	Aravada Strs
