Sysname	Control Channel List	Offset	NAC	Modulation	TGID Tags File	Whitelist	Blacklist	Center Frequency
FRCC P25	772.99375	0	0x5a2	cqpsk	tsv/frcc.tsv	""	""
CO DTRS	853.85000	0	0xd16	cqpsk	tsv/coloradodtrs.tsv	""	""
